referral_id,referrer_id,referee_id,referral_code,timestamp,referrer_device_id,referee_device_id,referrer_ip,referee_ip,ip_account_count,email_domain,referrer_account_age_days,referee_account_age_days,referrals_in_7d,referrals_in_1hr,min_gap_sec,referral_code_usage_7d,referrer_city,referee_city,geo_velocity_kmph,location_mismatch_flag,same_address_count,pan_hash,identity_risk_score,credit_age_months,device_similarity_score,card_activated,cash_advance_ratio,promo_active,promo_start_gap_min,referrer_dormancy_days,referral_cluster_id,referral_cluster_size,fraud_type,is_fraud
REF_007766,CUST_54277,CUST_74655,CODE_4277_318,2025-07-03 16:19:52,DEV_7E630F70,DEV_B6A1121A,192.168.20.153,10.80.66.225,1,outlook.com,1142,137,0,0,13506,2,Jaipur,Bengaluru,22.61,False,1,7a6adf63618dbf8c,0.203,66,0.14,True,0.099,False,-1,30,CLUSTER_0000,1,LEGITIMATE,0
REF_006508,CUST_52954,CUST_83773,CODE_2954_611,2026-02-06 11:27:27,DEV_249B7D87,DEV_F4CE93E3,192.168.65.188,172.19.40.17,2,outlook.com,1955,211,2,0,33413,1,Kolkata,Bengaluru,55.53,False,1,fe07ba5e4ff55f46,0.195,62,0.13,True,0.021,False,-1,3,CLUSTER_0000,1,LEGITIMATE,0
REF_009539,CUST_26476,CUST_69437,CODE_6476_666,2026-02-01 09:50:07,DEV_964F85E2,DEV_771D6B14,192.168.55.242,192.168.236.108,2,protonmail.com,1874,5,3,0,12693,2,Mumbai,Hyderabad,36.23,False,1,013d41bdf78297b6,0.738,165,0.343,True,0.018,False,-1,5,CLUSTER_0000,1,SYNTHETIC_IDENTITY,1
REF_003600,CUST_38077,CUST_99035,CODE_8077_697,2026-02-19 21:41:25,DEV_102A8FB2,DEV_A240CF5A,172.23.93.25,192.168.19.236,1,yahoo.com,1311,113,0,0,22186,1,Kolkata,Mumbai,19.07,False,2,83eec8b738a92da8,0.207,67,0.249,True,0.127,False,-1,27,CLUSTER_0000,1,LEGITIMATE,0
REF_003623,CUST_28210,CUST_91249,CODE_8210_259,2025-12-29 16:56:03,DEV_38488E69,DEV_65F34C83,10.51.182.117,172.26.4.183,1,rediffmail.com,816,109,1,0,39820,5,Chennai,Mumbai,35.59,False,2,3ef6cb63f7698edf,0.07,27,0.202,True,0.15,False,-1,30,CLUSTER_0000,1,LEGITIMATE,0
REF_003812,CUST_20732,CUST_63738,CODE_0732_418,2025-11-08 00:00:42,DEV_48E2B671,DEV_799244A6,172.19.187.207,172.27.208.13,2,rediffmail.com,662,296,3,0,18629,5,Delhi,Bengaluru,49.08,False,1,628de6fd3d7ad346,0.049,35,0.163,True,0.138,False,-1,8,CLUSTER_0000,1,LEGITIMATE,0
REF_003451,CUST_18577,CUST_81329,CODE_8577_787,2025-07-05 03:01:06,DEV_2A99B1FE,DEV_7E923BB5,10.78.60.125,172.20.45.70,1,rediffmail.com,697,44,3,0,40878,4,Hyderabad,Ahmedabad,36.32,False,1,9ece815f22e7358d,0.002,76,0.125,True,0.022,False,-1,21,CLUSTER_0000,1,LEGITIMATE,0
REF_004592,CUST_14940,CUST_71589,CODE_4940_553,2025-06-11 17:15:34,DEV_3C319833,DEV_CFCC8028,192.168.22.185,192.168.79.61,2,outlook.com,213,347,1,0,68950,5,Jaipur,Mumbai,16.4,False,2,71cc8a6682615328,0.215,13,0.468,True,0.109,False,-1,2,CLUSTER_0000,1,LEGITIMATE,0
REF_000206,CUST_36982,CUST_84755,CODE_6982_921,2025-09-22 04:46:51,DEV_11A97112,DEV_DE90C7F5,192.168.43.213,10.61.160.229,1,hotmail.com,1481,68,1,0,44864,5,Chennai,Ahmedabad,15.91,False,2,a705ea8d2f8bf3a8,0.299,63,0.402,True,0.014,False,-1,15,CLUSTER_0000,1,LEGITIMATE,0
REF_009867,CUST_42461,CUST_68742,CODE_2461_137,2025-06-18 19:06:30,DEV_A25DC9FA,DEV_68A2116F,172.29.235.8,10.54.99.228,1,icloud.com,333,4,2,1,61346,4,Bengaluru,Jaipur,8.79,False,6,8e0da5541dedcf49,0.215,85,0.294,True,0.088,False,-1,10,CLUSTER_0000,1,ADDRESS_COLLISION,1
REF_001136,CUST_29414,CUST_99891,CODE_9414_332,2025-09-21 10:33:15,DEV_F20DA677,DEV_3642E41D,192.168.26.239,172.17.218.175,1,yahoo.com,1851,204,3,0,79941,5,Pune,Ahmedabad,39.49,False,1,2d15d9f0ae117ab1,0.254,86,0.352,True,0.114,False,-1,9,CLUSTER_0000,1,LEGITIMATE,0
REF_009481,CUST_36868,CUST_73357,CODE_6868_991,2025-07-04 09:13:59,DEV_DC13BEED,DEV_F7AB79DB,192.168.78.143,172.22.85.93,1,fakeinbox.com,1425,7,2,0,24423,2,Bengaluru,Hyderabad,39.16,False,2,1dd42ba708019ab6,0.846,110,0.441,True,0.044,False,-1,0,CLUSTER_0000,1,SYNTHETIC_IDENTITY,1
REF_002750,CUST_37554,CUST_99397,CODE_7554_780,2025-05-06 03:22:03,DEV_54F363C2,DEV_4FEFA0B7,192.168.101.72,172.22.242.52,2,hotmail.com,203,236,1,0,18690,5,Kolkata,Delhi,29.01,False,2,ae8593cb65a739d1,0.079,14,0.463,True,0.1,False,-1,12,CLUSTER_0000,1,LEGITIMATE,0
REF_003614,CUST_24790,CUST_86164,CODE_4790_894,2025-08-16 12:41:55,DEV_4BA4FDF4,DEV_9F82D55B,172.26.221.74,172.21.34.4,2,hotmail.com,1397,359,1,0,81216,1,Jaipur,Pune,3.91,False,2,c9e622d76d234afe,0.13,90,0.213,True,0.021,False,-1,23,CLUSTER_0000,1,LEGITIMATE,0
REF_000306,CUST_40898,CUST_65557,CODE_0898_125,2026-02-01 06:43:14,DEV_06421661,DEV_41CA4FE8,192.168.13.164,172.25.109.130,2,rediffmail.com,1202,218,2,0,17209,4,Surat,Kolkata,47.33,False,1,e3afc5df82d2a684,0.233,30,0.16,True,0.108,False,-1,29,CLUSTER_0000,1,LEGITIMATE,0
REF_001850,CUST_16534,CUST_76596,CODE_6534_638,2025-08-09 17:32:01,DEV_4926557F,DEV_01D6ADB5,192.168.224.88,192.168.196.178,1,outlook.com,1261,249,2,0,22038,2,Ahmedabad,Ahmedabad,37.74,False,1,28038211e784ca2e,0.179,61,0.306,True,0.113,False,-1,22,CLUSTER_0000,1,LEGITIMATE,0
REF_009603,CUST_54388,CUST_83580,CODE_4388_866,2025-12-01 18:22:03,DEV_35386819,DEV_85A802A9,192.168.76.72,192.168.158.194,1,rediffmail.com,1378,341,10,8,60,3,Bengaluru,Mumbai,12.36,False,1,0ce1053ffc6afab5,0.142,68,0.475,True,0.018,False,-1,10,CLUSTER_0000,1,BURST_VELOCITY,1
REF_001989,CUST_12082,CUST_82177,CODE_2082_130,2025-07-02 20:27:53,DEV_24AAF8F9,DEV_1E6387E0,172.16.53.60,10.130.20.65,2,hotmail.com,417,87,2,0,40857,1,Delhi,Hyderabad,35.84,False,1,508a9eb361092cf3,0.187,61,0.163,True,0.071,False,-1,27,CLUSTER_0000,1,LEGITIMATE,0
REF_003241,CUST_43158,CUST_79052,CODE_3158_763,2026-03-23 09:02:18,DEV_A933E546,DEV_5EC3A534,10.10.239.93,172.21.115.242,2,outlook.com,1352,287,0,0,34973,4,Pune,Kolkata,41.34,False,1,b3979c1073625a91,0.013,75,0.073,True,0.05,False,-1,30,CLUSTER_0000,1,LEGITIMATE,0
REF_002799,CUST_14337,CUST_88963,CODE_4337_316,2026-03-27 23:36:55,DEV_A075EB1B,DEV_783DBB0F,172.23.181.56,10.119.188.190,1,icloud.com,631,41,0,0,84900,3,Surat,Jaipur,7.84,False,1,a69607cfe338abf2,0.255,47,0.48,True,0.015,False,-1,24,CLUSTER_0000,1,LEGITIMATE,0
REF_004516,CUST_24507,CUST_86957,CODE_4507_763,2025-12-28 03:34:37,DEV_4F9AD6D5,DEV_DBB3BEF4,192.168.194.168,172.19.7.49,2,protonmail.com,378,178,1,0,83869,3,Delhi,Pune,9.51,False,2,7796ec4ecb9aca69,0.214,37,0.489,True,0.077,False,-1,24,CLUSTER_0000,1,LEGITIMATE,0
REF_005631,CUST_23730,CUST_78846,CODE_3730_786,2025-08-07 07:56:39,DEV_A20952E2,DEV_B91EB43B,172.28.80.3,172.21.220.215,1,rediffmail.com,1384,106,1,0,41270,5,Hyderabad,Ahmedabad,55.03,False,1,1f968e3320d6f5d0,0.065,70,0.493,True,0.076,False,-1,0,CLUSTER_0000,1,LEGITIMATE,0
REF_009577,CUST_46127,CUST_72429,CODE_6127_248,2025-05-23 03:54:20,DEV_1BFE96F9,DEV_FE70E874,172.19.81.54,172.23.228.78,1,rediffmail.com,1748,318,10,8,52,1,Kolkata,Hyderabad,18.01,False,2,7ce1540f1702fa8b,0.132,116,0.249,True,0.019,False,-1,9,CLUSTER_0000,1,BURST_VELOCITY,1
REF_003110,CUST_24733,CUST_73257,CODE_4733_763,2026-02-22 01:50:58,DEV_54F2270D,DEV_DC4F742F,192.168.81.71,172.31.214.66,1,protonmail.com,594,309,1,0,63153,5,Bengaluru,Mumbai,49.29,False,2,4570191ad0cc0570,0.232,87,0.05,True,0.09,False,-1,28,CLUSTER_0000,1,LEGITIMATE,0
REF_004940,CUST_56246,CUST_81089,CODE_6246_537,2025-12-26 12:09:24,DEV_3FBD3ED7,DEV_1CA91D9E,192.168.124.86,10.166.229.118,1,yahoo.com,1177,181,3,0,51042,3,Jaipur,Jaipur,21.84,False,2,125a4b2c1aa848f5,0.282,57,0.166,True,0.011,False,-1,19,CLUSTER_0000,1,LEGITIMATE,0
REF_004060,CUST_28120,CUST_62591,CODE_8120_841,2026-03-09 15:23:43,DEV_5E6215E7,DEV_2E9D0C4A,172.16.251.36,10.117.89.242,2,gmail.com,1774,316,2,0,82652,3,Surat,Ahmedabad,55.79,False,2,6171aacb743ab723,0.296,70,0.406,True,0.04,False,-1,23,CLUSTER_0000,1,LEGITIMATE,0
REF_001988,CUST_58885,CUST_81235,CODE_8885_663,2026-03-18 15:20:46,DEV_AA56DD67,DEV_F8A6934C,172.22.206.193,192.168.78.233,2,gmail.com,276,148,2,0,31927,2,Pune,Mumbai,13.14,False,1,92ffe4386c2a40f1,0.271,91,0.074,True,0.03,False,-1,29,CLUSTER_0000,1,LEGITIMATE,0
REF_007200,CUST_35995,CUST_70862,CODE_5995_832,2025-12-21 21:58:59,DEV_4C50D9D7,DEV_01BA35A7,172.29.105.124,10.77.102.252,1,yahoo.com,1771,315,2,0,27686,5,Chennai,Mumbai,47.76,False,1,260d95350e69b0a3,0.081,24,0.189,True,0.041,False,-1,7,CLUSTER_0000,1,LEGITIMATE,0
REF_008900,CUST_35858,CUST_67302,CODE_5858_114,2026-03-17 06:05:37,DEV_08E0BC34,DEV_271A6DE5,10.71.145.95,10.20.247.245,2,icloud.com,381,313,20,2,1836,5,Hyderabad,Hyderabad,29.34,False,2,29393b1c25175c82,0.429,104,0.449,True,0.115,False,-1,10,CLUSTER_0000,1,HIGH_VELOCITY,1
REF_006716,CUST_56723,CUST_74304,CODE_6723_419,2025-07-06 07:05:31,DEV_61E51D37,DEV_FD190DA7,10.79.150.222,192.168.142.243,1,rediffmail.com,1501,124,1,0,72246,3,Kolkata,Ahmedabad,36.18,False,2,50ff7e29aa4d3141,0.258,36,0.049,True,0.148,False,-1,1,CLUSTER_0000,1,LEGITIMATE,0
REF_000384,CUST_53531,CUST_94472,CODE_3531_438,2025-10-29 19:21:55,DEV_61FE6242,DEV_69FDDFE4,10.50.206.190,192.168.240.140,2,gmail.com,1622,159,2,0,14700,4,Surat,Jaipur,58.27,False,1,b24ede81ec45282d,0.259,72,0.499,True,0.026,False,-1,22,CLUSTER_0000,1,LEGITIMATE,0
REF_005635,CUST_47481,CUST_97011,CODE_7481_467,2025-08-02 14:20:54,DEV_689C9FC3,DEV_BE51B54F,192.168.154.172,192.168.232.156,1,icloud.com,666,30,1,0,56748,3,Surat,Chennai,6.95,False,2,9badf7952f8c4c7f,0.289,27,0.263,True,0.138,False,-1,8,CLUSTER_0000,1,LEGITIMATE,0
REF_004308,CUST_32541,CUST_91373,CODE_2541_718,2025-06-19 10:24:52,DEV_4216EF2F,DEV_D1389652,192.168.87.159,172.29.220.199,2,gmail.com,603,349,1,0,34987,3,Hyderabad,Hyderabad,54.34,False,1,25ebdfeb551c5f8d,0.091,34,0.023,True,0.017,False,-1,1,CLUSTER_0000,1,LEGITIMATE,0
REF_003389,CUST_13413,CUST_76852,CODE_3413_458,2025-05-17 07:39:23,DEV_6474E1DF,DEV_D4513C71,172.25.113.204,192.168.99.210,2,gmail.com,1691,112,0,0,73425,4,Chennai,Pune,49.13,False,1,7328bdd9d5f34ca9,0.078,87,0.209,True,0.041,False,-1,0,CLUSTER_0000,1,LEGITIMATE,0
REF_003157,CUST_21140,CUST_91991,CODE_1140_279,2025-08-27 12:03:48,DEV_A8AAFFBE,DEV_C31A6C16,172.18.92.42,192.168.16.165,1,rediffmail.com,1683,200,0,0,8861,1,Delhi,Hyderabad,16.87,False,2,6e8e5d3b62d82e42,0.037,67,0.349,True,0.078,False,-1,24,CLUSTER_0000,1,LEGITIMATE,0
REF_010022,CUST_39846,CUST_80433,CODE_9846_524,2026-04-02 11:15:26,DEV_74B71835,DEV_1FBDC036,192.168.27.192,192.168.35.225,1,protonmail.com,624,91,2,0,52983,4,Surat,Pune,40.25,False,1,2919eb27f5683139,0.117,18,0.317,False,0.0,False,-1,9,CLUSTER_0000,1,NO_USAGE_INTENT,1
REF_002728,CUST_23901,CUST_76882,CODE_3901_463,2025-11-25 16:58:04,DEV_222567F3,DEV_312A2E41,10.140.206.229,192.168.195.94,1,protonmail.com,1773,249,2,0,48875,2,Hyderabad,Ahmedabad,8.96,False,1,52f32baeaace8a70,0.094,80,0.144,True,0.001,False,-1,6,CLUSTER_0000,1,LEGITIMATE,0
REF_007056,CUST_44581,CUST_74188,CODE_4581_993,2026-02-11 04:00:51,DEV_7580D132,DEV_2E548004,172.25.174.56,192.168.189.145,2,outlook.com,490,156,3,0,76239,2,Surat,Pune,42.5,False,2,fdb9496976038bff,0.217,27,0.174,True,0.076,False,-1,26,CLUSTER_0000,1,LEGITIMATE,0
REF_006316,CUST_17014,CUST_61032,CODE_7014_860,2026-04-14 01:20:29,DEV_98BA1943,DEV_F127DE21,172.28.33.205,10.41.50.186,2,gmail.com,508,319,1,0,59481,3,Jaipur,Bengaluru,9.91,False,2,d8f94b4f64f09426,0.206,42,0.089,True,0.074,False,-1,14,CLUSTER_0000,1,LEGITIMATE,0
REF_008710,CUST_48618,CUST_74753,CODE_8618_384,2026-04-22 12:49:14,DEV_4742AD26,DEV_DC15EE14,172.25.97.183,172.25.241.1,1,icloud.com,19,19,6,0,66375,1,Mumbai,Ahmedabad,22.56,False,2,af69ffbb16c8a771,0.07,27,0.095,True,0.123,False,-1,23,CLUSTER_0022,6,REFERRAL_RING,1
REF_008327,CUST_17100,CUST_73157,CODE_7100_791,2025-09-15 07:29:14,DEV_BB794977,DEV_BB794977,10.56.30.23,172.17.42.96,2,outlook.com,1566,221,4,1,67171,3,Chennai,Surat,7.34,False,1,001fd0ebf2741e47,0.138,102,0.092,True,0.122,False,-1,13,CLUSTER_0000,1,SELF_REFERRAL,1
REF_006074,CUST_17014,CUST_97774,CODE_7014_860,2025-11-02 17:00:18,DEV_98BA1943,DEV_6C6F2720,172.28.33.205,192.168.183.82,2,rediffmail.com,889,64,1,0,23010,2,Jaipur,Hyderabad,24.03,False,2,c2cf740b88a3ce85,0.287,41,0.112,True,0.075,False,-1,22,CLUSTER_0000,1,LEGITIMATE,0
REF_003833,CUST_17953,CUST_94125,CODE_7953_567,2025-08-05 21:47:40,DEV_46A1150E,DEV_196DCECC,172.31.112.162,192.168.25.136,1,gmail.com,1723,187,2,0,15483,2,Bengaluru,Kolkata,47.84,False,1,61f72410a966daea,0.273,67,0.247,True,0.014,False,-1,16,CLUSTER_0000,1,LEGITIMATE,0
REF_008731,CUST_31654,CUST_89275,CODE_1654_172,2026-04-22 12:46:22,DEV_393F6C2B,DEV_98F83042,172.17.70.209,172.25.123.152,3,outlook.com,13,14,6,0,59861,5,Jaipur,Jaipur,20.96,False,2,834488d2341b4481,0.242,79,0.488,True,0.136,False,-1,2,CLUSTER_0026,5,REFERRAL_RING,1
REF_004777,CUST_16619,CUST_71895,CODE_6619_489,2025-05-07 03:40:28,DEV_77C934D6,DEV_60AA80C9,172.28.199.227,10.231.93.43,2,yahoo.com,680,198,1,0,48688,4,Hyderabad,Jaipur,32.74,False,2,17712f16f6bcbc23,0.236,46,0.474,True,0.004,False,-1,29,CLUSTER_0000,1,LEGITIMATE,0
REF_004277,CUST_55013,CUST_97438,CODE_5013_836,2026-02-16 19:23:45,DEV_2EEBBDBC,DEV_EDCA4E3D,172.30.42.197,10.179.11.11,1,hotmail.com,261,118,1,0,77789,4,Chennai,Hyderabad,0.7,False,2,a9453051e7b871e8,0.078,79,0.209,True,0.068,False,-1,24,CLUSTER_0000,1,LEGITIMATE,0
REF_000254,CUST_11399,CUST_98278,CODE_1399_151,2025-04-25 12:45:12,DEV_4BDE85DC,DEV_91E44580,10.70.98.20,192.168.184.110,1,yahoo.com,1602,277,3,0,69296,2,Pune,Kolkata,16.1,False,2,4b94b63f2715f2a7,0.191,86,0.325,True,0.134,False,-1,16,CLUSTER_0000,1,LEGITIMATE,0
REF_009862,CUST_50086,CUST_71242,CODE_0086_926,2025-06-27 02:19:07,DEV_94C8202A,DEV_FDB3DA2D,172.16.220.232,172.23.165.41,1,outlook.com,269,22,2,0,42568,2,Jaipur,Ahmedabad,42.94,False,3,84f81bf902e4838d,0.418,22,0.035,True,0.128,False,-1,22,CLUSTER_0000,1,ADDRESS_COLLISION,1
REF_009617,CUST_17930,CUST_60690,CODE_7930_353,2026-01-10 07:16:55,DEV_5EE9226C,DEV_20A41258,10.216.222.236,10.32.154.115,2,hotmail.com,357,52,12,15,30,5,Chennai,Mumbai,31.75,False,1,ade7614e43f3dca3,0.195,103,0.152,True,0.043,False,-1,6,CLUSTER_0000,1,BURST_VELOCITY,1
REF_007332,CUST_13329,CUST_76925,CODE_3329_194,2025-09-29 08:11:58,DEV_39A26D47,DEV_654A71D9,10.58.145.64,192.168.13.98,2,hotmail.com,1518,350,0,0,24651,1,Kolkata,Chennai,6.5,False,1,8317d55f1783629d,0.099,26,0.114,True,0.026,False,-1,7,CLUSTER_0000,1,LEGITIMATE,0
REF_000279,CUST_51874,CUST_79069,CODE_1874_619,2025-07-30 02:24:59,DEV_59250B82,DEV_1001E82B,172.17.223.24,172.26.93.149,1,gmail.com,1914,228,3,0,49096,4,Surat,Bengaluru,46.28,False,1,9c89ac154c998b52,0.156,89,0.295,True,0.001,False,-1,6,CLUSTER_0000,1,LEGITIMATE,0
REF_003253,CUST_58885,CUST_65144,CODE_8885_663,2025-05-29 14:11:55,DEV_AA56DD67,DEV_E7134A55,172.22.206.193,192.168.76.37,1,gmail.com,1663,285,3,0,82453,5,Pune,Mumbai,38.93,False,1,b7b8d6a44612bbca,0.229,82,0.416,True,0.135,False,-1,12,CLUSTER_0000,1,LEGITIMATE,0
REF_002481,CUST_20708,CUST_63959,CODE_0708_573,2025-05-20 08:32:26,DEV_F0022C02,DEV_BE3F2767,10.134.218.237,10.199.177.123,2,hotmail.com,1584,354,2,0,11680,3,Kolkata,Kolkata,52.75,False,1,c4f5fa158b71493a,0.151,38,0.152,True,0.144,False,-1,24,CLUSTER_0000,1,LEGITIMATE,0
REF_000290,CUST_37534,CUST_71999,CODE_7534_498,2025-05-13 04:31:28,DEV_71C5717A,DEV_A543F156,10.51.117.175,172.30.68.74,2,hotmail.com,342,69,1,0,19472,1,Surat,Chennai,9.91,False,1,11f62a0b054e9d0a,0.025,48,0.277,True,0.144,False,-1,20,CLUSTER_0000,1,LEGITIMATE,0
REF_008861,CUST_58885,CUST_68692,CODE_8885_663,2026-01-22 08:35:23,DEV_AA56DD67,DEV_8B2CAF99,172.22.206.193,172.17.202.79,2,rediffmail.com,382,208,14,1,2847,1,Pune,Hyderabad,42.11,False,1,c994a30a9ddb1a51,0.271,42,0.03,True,0.108,False,-1,24,CLUSTER_0000,1,HIGH_VELOCITY,1
REF_003076,CUST_55840,CUST_89358,CODE_5840_362,2025-08-31 20:16:52,DEV_F699C0DD,DEV_4C80034E,172.23.123.120,172.22.241.12,1,rediffmail.com,847,42,0,0,47959,3,Pune,Surat,25.42,False,2,a9eecfbd032cabad,0.226,81,0.028,True,0.096,False,-1,30,CLUSTER_0000,1,LEGITIMATE,0
REF_008154,CUST_23055,CUST_88612,CODE_3055_493,2025-05-26 08:36:16,DEV_569D8A78,DEV_66E042C1,192.168.135.128,192.168.38.99,1,yahoo.com,1986,49,2,0,19713,4,Ahmedabad,Surat,32.73,False,1,6f5cde5c99331e60,0.103,19,0.02,True,0.118,False,-1,15,CLUSTER_0000,1,LEGITIMATE,0
REF_007643,CUST_30067,CUST_67945,CODE_0067_779,2025-05-26 02:28:00,DEV_5B760CFC,DEV_543586F0,192.168.168.199,172.27.145.58,2,hotmail.com,991,354,1,0,69480,4,Surat,Mumbai,53.75,False,1,2c8b8c6077f4b500,0.117,24,0.473,True,0.036,False,-1,13,CLUSTER_0000,1,LEGITIMATE,0
REF_008298,CUST_31376,CUST_94891,CODE_1376_512,2026-04-13 20:50:29,DEV_584AF13B,DEV_584AF13B,10.144.192.118,10.82.196.93,1,rediffmail.com,1731,82,1,1,83706,3,Hyderabad,Ahmedabad,36.54,False,2,a43c62de9aa71b65,0.367,52,0.456,True,0.055,False,-1,21,CLUSTER_0000,1,SELF_REFERRAL,1
REF_005090,CUST_29414,CUST_64533,CODE_9414_332,2025-07-18 01:11:08,DEV_F20DA677,DEV_9D67CDF7,192.168.26.239,172.17.201.28,1,outlook.com,1803,211,0,0,46697,4,Pune,Jaipur,33.99,False,2,b7e589e7c440121e,0.274,62,0.405,True,0.014,False,-1,22,CLUSTER_0000,1,LEGITIMATE,0
REF_009093,CUST_58217,CUST_96262,CODE_8217_655,2025-11-11 05:56:12,DEV_420E29F0,DEV_7E58013B,10.115.4.25,10.220.142.57,1,guerrillamail.com,1420,5,1,0,39394,3,Mumbai,Mumbai,14.23,False,2,061997e73164db58,0.588,76,0.296,True,0.139,False,-1,11,CLUSTER_0000,1,DISPOSABLE_EMAIL,1
REF_009744,CUST_37861,CUST_95901,CODE_7861_217,2025-09-09 18:29:40,DEV_72F0798E,DEV_8A583B15,161.30.154.13,128.4.172.33,2,rediffmail.com,1099,354,0,0,42010,4,Mumbai,Delhi,2425.42,True,1,69d8738d20962717,0.156,22,0.312,True,0.055,False,-1,4,CLUSTER_0000,1,GEO_VELOCITY,1
REF_008427,CUST_22457,CUST_89641,CODE_2457_360,2025-06-29 18:35:40,DEV_B6ED1197,DEV_B6ED1197,192.168.76.99,172.27.241.100,2,yahoo.com,571,253,3,0,21875,5,Mumbai,Ahmedabad,24.03,False,1,9f55b956d0a77305,0.242,112,0.479,True,0.082,False,-1,22,CLUSTER_0000,1,SELF_REFERRAL,1
REF_008983,CUST_10075,CUST_65031,CODE_0075_773,2025-05-10 22:55:43,DEV_27D02513,DEV_29CE6838,10.113.174.247,172.26.247.131,1,yahoo.com,195,272,17,1,1440,3,Jaipur,Bengaluru,18.57,False,1,f03ef865feb5c77c,0.247,119,0.219,True,0.047,False,-1,10,CLUSTER_0000,1,HIGH_VELOCITY,1
REF_006158,CUST_59496,CUST_95663,CODE_9496_553,2026-03-06 20:23:53,DEV_978FB221,DEV_DB6C4E21,172.29.71.53,172.26.154.217,2,protonmail.com,1220,104,3,0,63272,3,Surat,Pune,43.08,False,2,2fe37f4a5570b4e7,0.192,20,0.365,True,0.087,False,-1,30,CLUSTER_0000,1,LEGITIMATE,0
REF_007800,CUST_17547,CUST_85887,CODE_7547_579,2025-10-31 15:42:13,DEV_D6DC93DA,DEV_E67EA45B,10.173.156.150,10.135.229.121,1,hotmail.com,1894,36,3,0,39557,2,Delhi,Hyderabad,28.59,False,1,d6be3191b9738ac7,0.282,86,0.022,True,0.131,False,-1,15,CLUSTER_0000,1,LEGITIMATE,0
REF_000271,CUST_37862,CUST_85863,CODE_7862_324,2025-12-14 09:53:39,DEV_169042A5,DEV_1C8B89D4,172.29.14.66,10.243.144.133,1,outlook.com,1659,208,3,0,55458,3,Bengaluru,Kolkata,41.79,False,2,fa991ced1577152d,0.278,43,0.121,True,0.095,False,-1,24,CLUSTER_0000,1,LEGITIMATE,0
REF_006010,CUST_28132,CUST_64581,CODE_8132_145,2025-07-02 17:46:01,DEV_7AC7634F,DEV_7D53A508,10.131.50.95,192.168.81.247,1,yahoo.com,1152,91,3,0,82511,2,Mumbai,Surat,36.6,False,1,a40fde67568abc07,0.084,18,0.282,True,0.094,False,-1,18,CLUSTER_0000,1,LEGITIMATE,0
REF_004571,CUST_25216,CUST_68646,CODE_5216_572,2025-09-02 10:31:04,DEV_3169C81E,DEV_DAF57065,192.168.84.77,192.168.236.178,1,rediffmail.com,530,204,0,0,30247,3,Hyderabad,Delhi,25.37,False,2,0e6c4b9ce58ae039,0.263,23,0.117,True,0.101,False,-1,17,CLUSTER_0000,1,LEGITIMATE,0
REF_007909,CUST_48465,CUST_70059,CODE_8465_693,2025-11-24 21:45:27,DEV_F764BB2C,DEV_9C8867E1,192.168.18.191,10.2.206.75,2,gmail.com,892,187,0,0,39652,5,Ahmedabad,Jaipur,12.09,False,2,50af2bd1b2a098da,0.266,70,0.086,True,0.147,False,-1,9,CLUSTER_0000,1,LEGITIMATE,0
REF_008052,CUST_51803,CUST_99007,CODE_1803_989,2025-05-30 15:15:08,DEV_70D46B92,DEV_BC3C5ED4,172.28.165.255,172.19.234.106,2,rediffmail.com,675,230,2,0,39044,2,Ahmedabad,Jaipur,24.05,False,1,503713b49bd60ca8,0.094,89,0.176,True,0.113,False,-1,5,CLUSTER_0000,1,LEGITIMATE,0
REF_002972,CUST_10967,CUST_71010,CODE_0967_195,2026-01-29 11:20:07,DEV_198D1D47,DEV_72936E5A,10.169.15.250,10.248.248.8,1,icloud.com,291,61,2,0,48436,3,Chennai,Ahmedabad,3.9,False,2,aad33a4d1c838222,0.233,57,0.411,True,0.01,False,-1,27,CLUSTER_0000,1,LEGITIMATE,0
REF_007914,CUST_44073,CUST_61836,CODE_4073_925,2025-07-28 00:39:18,DEV_24FABA83,DEV_ADD4317D,172.23.56.212,192.168.153.50,1,protonmail.com,665,294,1,0,58968,1,Jaipur,Bengaluru,49.02,False,2,28104e04f37b241c,0.295,45,0.345,True,0.05,False,-1,25,CLUSTER_0000,1,LEGITIMATE,0
REF_008794,CUST_36920,CUST_75083,CODE_6920_144,2026-04-22 12:45:00,DEV_2069DB69,DEV_B0C8AAF0,172.26.126.81,10.147.110.186,1,protonmail.com,50,39,3,0,25705,5,Pune,Chennai,21.96,False,2,489c569eed5edd81,0.073,68,0.488,True,0.08,False,-1,7,CLUSTER_0037,5,REFERRAL_RING,1
REF_004208,CUST_47924,CUST_85261,CODE_7924_126,2025-11-29 20:13:13,DEV_96095DF2,DEV_2897EA7E,10.252.57.75,172.25.126.179,1,gmail.com,1598,153,1,0,72125,2,Hyderabad,Delhi,58.11,False,1,7dddac77c3944e99,0.097,32,0.068,True,0.045,False,-1,0,CLUSTER_0000,1,LEGITIMATE,0
REF_003219,CUST_43349,CUST_98762,CODE_3349_822,2026-03-17 06:09:08,DEV_150243C7,DEV_8D215A30,172.16.166.148,172.18.46.117,2,protonmail.com,1316,137,2,0,18307,4,Hyderabad,Delhi,11.13,False,2,4a38404f3588f366,0.016,92,0.121,True,0.127,False,-1,28,CLUSTER_0000,1,LEGITIMATE,0
